,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,PassMath
526,female,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,no
528,male,group B,associate's degree,standard,none,married,regularly,yes,3,school_bus,< 5,yes
529,female,group B,some college,free/reduced,,married,regularly,no,3,school_bus,< 5,no
530,male,group B,high school,standard,none,married,sometimes,yes,3,school_bus,5 - 10,yes
531,female,group C,high school,free/reduced,,,regularly,yes,1,school_bus,5 - 10,yes
532,female,group B,associate's degree,standard,completed,married,regularly,yes,0,private,5 - 10,yes
533,male,group D,high school,free/reduced,none,divorced,regularly,no,1,private,5 - 10,no
534,female,group E,high school,free/reduced,none,married,never,yes,3,school_bus,5 - 10,no
535,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,0,private,5 - 10,yes
536,female,group D,some college,standard,none,divorced,sometimes,yes,2,private,5 - 10,no
537,female,group D,bachelor's degree,standard,completed,divorced,sometimes,yes,0,private,5 - 10,yes
538,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,5 - 10,no
539,male,group C,high school,free/reduced,none,married,sometimes,yes,1,,5 - 10,no
540,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,no
541,male,,associate's degree,standard,,married,sometimes,no,2,school_bus,5 - 10,yes
542,male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,private,< 5,no
544,female,group E,some college,free/reduced,none,married,regularly,no,1,school_bus,> 10,no
545,male,group B,high school,free/reduced,completed,married,never,,,school_bus,5 - 10,no
546,female,group D,some college,standard,none,married,never,yes,4,school_bus,> 10,yes
547,female,group D,high school,standard,,married,sometimes,yes,2,private,> 10,no
548,female,group D,some high school,standard,none,married,sometimes,yes,3,school_bus,5 - 10,yes
549,female,,some college,standard,none,single,never,no,3,school_bus,5 - 10,yes
550,male,group E,bachelor's degree,standard,completed,widowed,sometimes,yes,5,private,< 5,yes
551,female,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,> 10,yes
552,female,group B,some college,standard,completed,divorced,regularly,yes,3,school_bus,5 - 10,yes
553,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,yes
554,male,group D,associate's degree,standard,completed,divorced,never,no,1,school_bus,,yes
555,male,group C,some high school,free/reduced,completed,married,sometimes,yes,3,private,< 5,no
556,female,group C,some college,free/reduced,completed,single,regularly,yes,2,private,5 - 10,no
557,male,group D,high school,free/reduced,none,married,sometimes,yes,4,,< 5,yes
558,male,group E,some college,free/reduced,none,single,regularly,yes,1,school_bus,5 - 10,no
559,female,group E,high school,standard,none,divorced,regularly,no,6,private,5 - 10,yes
560,female,group D,associate's degree,standard,completed,divorced,sometimes,no,,private,> 10,yes
561,female,group D,associate's degree,free/reduced,none,divorced,regularly,no,3,private,< 5,yes
563,male,group C,some college,free/reduced,none,divorced,regularly,yes,2,private,> 10,no
564,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,private,< 5,yes
565,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,5 - 10,yes
566,male,group E,some college,free/reduced,completed,married,regularly,yes,2,school_bus,,yes
567,male,group E,bachelor's degree,free/reduced,completed,divorced,sometimes,no,2,private,< 5,yes
568,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,> 10,no
569,male,group C,high school,standard,none,single,regularly,no,,school_bus,< 5,yes
570,male,group D,high school,free/reduced,none,married,sometimes,no,4,private,,no
571,male,group D,,standard,none,single,regularly,no,3,private,5 - 10,yes
572,female,group C,some college,standard,none,married,never,yes,2,school_bus,< 5,no
573,male,group D,,standard,completed,married,regularly,yes,3,private,< 5,yes
574,female,group E,high school,standard,completed,single,sometimes,yes,3,school_bus,< 5,yes
575,female,group E,some high school,standard,completed,divorced,sometimes,yes,2,private,5 - 10,yes
576,male,group D,some college,standard,completed,married,sometimes,yes,,school_bus,< 5,yes
577,male,group D,some high school,standard,none,married,sometimes,yes,0,school_bus,5 - 10,yes
578,female,group E,high school,standard,completed,married,sometimes,yes,0,school_bus,,no
579,female,group C,some high school,standard,completed,married,regularly,yes,2,private,> 10,yes
582,female,group B,some high school,free/reduced,none,married,sometimes,no,,private,5 - 10,no
583,female,group E,some high school,free/reduced,none,married,never,yes,2,private,5 - 10,yes
584,male,group B,some college,standard,none,married,never,no,3,school_bus,< 5,yes
586,male,group A,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,yes
588,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,5,school_bus,< 5,no
589,female,,some high school,standard,none,single,,yes,4,school_bus,,no
590,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,4,school_bus,< 5,no
591,female,group D,some high school,standard,none,married,sometimes,no,1,school_bus,> 10,no
592,male,group B,associate's degree,standard,completed,divorced,sometimes,yes,0,school_bus,5 - 10,no
593,male,group B,some high school,standard,completed,married,never,yes,5,private,< 5,no
594,female,group D,some high school,standard,completed,single,,yes,1,,5 - 10,yes
595,female,group D,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,no
596,male,group E,some high school,standard,completed,divorced,,yes,4,,5 - 10,yes
597,female,group C,associate's degree,free/reduced,,widowed,sometimes,,4,private,< 5,no
598,male,group C,some college,standard,none,divorced,sometimes,no,4,school_bus,5 - 10,yes
599,female,group B,some high school,standard,none,married,sometimes,no,,,> 10,yes
600,male,group E,high school,standard,none,married,sometimes,no,7,private,5 - 10,yes
601,male,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,yes
602,male,group E,associate's degree,standard,completed,single,sometimes,yes,2,private,5 - 10,yes
603,female,group D,some high school,free/reduced,none,married,never,no,2,private,< 5,no
604,male,group C,some high school,free/reduced,completed,single,regularly,,3,school_bus,5 - 10,yes
605,male,group C,some college,standard,completed,married,sometimes,no,5,school_bus,> 10,yes
606,female,group E,bachelor's degree,standard,,married,sometimes,yes,2,,5 - 10,yes
607,male,group B,associate's degree,standard,none,divorced,regularly,no,2,private,< 5,yes
608,male,group A,high school,standard,none,married,sometimes,yes,0,private,5 - 10,yes
609,female,,associate's degree,standard,none,married,regularly,yes,4,school_bus,< 5,no
610,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,2,school_bus,5 - 10,yes
611,male,group C,,standard,,married,sometimes,yes,1,school_bus,< 5,no
613,male,group B,some college,standard,none,divorced,regularly,no,4,school_bus,< 5,no
614,female,group B,high school,standard,none,divorced,sometimes,yes,0,private,< 5,no
615,male,group B,bachelor's degree,free/reduced,completed,,sometimes,yes,1,,5 - 10,yes
616,male,group C,some college,free/reduced,completed,married,regularly,no,3,school_bus,< 5,no
617,female,group B,some college,standard,completed,married,sometimes,yes,2,private,5 - 10,yes
618,female,group D,some college,standard,none,single,sometimes,no,1,school_bus,,yes
619,female,group D,bachelor's degree,standard,none,married,sometimes,yes,1,private,5 - 10,yes
620,male,group E,some college,standard,none,divorced,sometimes,no,4,private,< 5,yes
621,female,group C,high school,standard,completed,married,sometimes,yes,4,private,< 5,yes
623,female,group D,some high school,standard,none,single,regularly,yes,0,private,5 - 10,yes
625,female,group C,associate's degree,standard,none,divorced,never,yes,0,school_bus,< 5,no
626,male,group C,some college,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,no
627,female,group A,bachelor's degree,standard,none,single,sometimes,no,2,school_bus,,no
628,female,group D,bachelor's degree,standard,none,married,never,yes,0,school_bus,5 - 10,yes
629,female,group C,some college,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,no
630,female,group D,some high school,standard,completed,single,sometimes,yes,0,private,< 5,yes
631,female,group C,high school,standard,completed,married,never,yes,5,school_bus,5 - 10,yes
632,male,group E,associate's degree,free/reduced,none,single,regularly,no,1,private,> 10,yes
633,male,group B,high school,standard,completed,married,sometimes,no,2,,5 - 10,no
634,female,group D,high school,standard,none,married,regularly,yes,7,private,< 5,yes
635,female,group D,some high school,free/reduced,completed,,regularly,yes,1,school_bus,5 - 10,yes
636,female,group D,some high school,standard,none,married,never,no,1,school_bus,5 - 10,yes
637,male,group E,high school,standard,none,married,regularly,yes,3,school_bus,5 - 10,yes
638,female,group C,some high school,free/reduced,none,married,regularly,no,2,school_bus,> 10,no
639,female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,no
641,female,group E,some college,standard,completed,divorced,regularly,yes,2,private,> 10,yes
642,male,group D,some college,standard,completed,single,regularly,yes,2,school_bus,5 - 10,yes
643,female,group D,high school,standard,none,single,sometimes,yes,0,school_bus,5 - 10,no
644,female,group A,bachelor's degree,standard,,divorced,regularly,yes,1,school_bus,< 5,yes
645,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,,school_bus,> 10,yes
646,female,group E,some college,free/reduced,completed,married,regularly,yes,1,private,> 10,no
647,female,group E,high school,standard,completed,divorced,regularly,no,2,private,< 5,yes
648,male,group B,high school,standard,completed,widowed,sometimes,no,3,school_bus,< 5,yes
649,male,group D,some college,standard,completed,married,sometimes,yes,1,,< 5,yes
650,female,group B,some college,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,no
651,male,group B,some high school,free/reduced,none,divorced,sometimes,no,1,school_bus,5 - 10,no
652,female,group D,high school,standard,none,married,regularly,yes,0,private,< 5,yes
653,male,group D,bachelor's degree,standard,none,married,sometimes,,1,school_bus,< 5,yes
654,male,group C,some high school,standard,none,divorced,sometimes,yes,1,,5 - 10,yes
655,male,group C,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,no
656,male,group A,some college,standard,none,married,never,no,4,school_bus,5 - 10,yes
657,male,group E,bachelor's degree,free/reduced,,married,sometimes,yes,0,private,< 5,yes
658,female,group C,high school,standard,,married,regularly,yes,3,,< 5,no
659,male,group A,some college,standard,,single,sometimes,,2,school_bus,5 - 10,yes
660,male,group E,associate's degree,free/reduced,completed,divorced,sometimes,no,5,school_bus,< 5,yes
661,male,group B,bachelor's degree,standard,none,married,sometimes,no,2,private,5 - 10,yes
662,male,group B,associate's degree,standard,completed,,regularly,no,1,private,5 - 10,yes
663,female,group C,associate's degree,standard,none,married,sometimes,yes,2,school_bus,> 10,yes
664,male,group A,high school,free/reduced,none,married,sometimes,no,4,school_bus,5 - 10,no
665,male,group E,associate's degree,free/reduced,none,,sometimes,no,1,school_bus,< 5,yes
666,female,group D,some high school,free/reduced,,single,sometimes,yes,0,school_bus,< 5,no
667,male,group D,high school,standard,completed,single,regularly,yes,7,private,< 5,yes
668,male,group C,some college,standard,,married,regularly,yes,2,,5 - 10,no
669,male,group C,associate's degree,standard,completed,single,never,yes,3,private,5 - 10,no
670,female,group D,master's degree,standard,completed,single,never,yes,3,school_bus,> 10,yes
671,female,group C,some college,standard,,divorced,sometimes,yes,,private,> 10,yes
673,male,group B,some high school,standard,none,married,regularly,yes,3,school_bus,,yes
674,male,group D,associate's degree,standard,none,married,sometimes,no,3,private,> 10,yes
675,female,group B,master's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,5 - 10,yes
676,male,group B,bachelor's degree,standard,completed,divorced,regularly,yes,2,private,> 10,yes
677,male,,some college,standard,completed,divorced,regularly,yes,2,private,< 5,yes
678,female,group D,some high school,standard,none,single,regularly,yes,5,private,5 - 10,no
679,female,group C,some college,free/reduced,completed,married,regularly,no,2,school_bus,5 - 10,no
680,female,group B,associate's degree,standard,none,single,sometimes,yes,3,school_bus,5 - 10,no
683,female,group D,high school,free/reduced,none,married,sometimes,yes,0,private,5 - 10,yes
684,male,group B,high school,standard,completed,married,regularly,no,3,school_bus,< 5,no
685,female,group D,some high school,standard,completed,divorced,sometimes,yes,0,school_bus,5 - 10,yes
686,male,group A,associate's degree,standard,none,widowed,sometimes,yes,4,,> 10,yes
